SampleSet,AIN0,AIN1,AIN2,AIN3
8065,1494,6457026,3089161,2067199
8066,1467,6447230,3080445,2066319
8067,1446,6439951,3080525,2061446
8068,1454,6439504,3145537,2060615
8069,1486,6442762,3145506,2060054
8070,1489,6424844,3080941,2060632
8071,1469,6442227,3081737,2060469
8072,1458,6443048,3081486,2066323
8073,1491,6441147,3090005,2071344
8074,1453,6443156,3096016,2074205
8075,1439,6428578,3106216,2144737
8076,1443,6438896,3115330,2149376
8077,1514,6436618,3189897,2154127
8078,1490,6431630,3198439,2159059
8079,1495,6436807,3207289,2098186
8080,1484,6425840,3149386,2102017
8081,1494,6431409,3145758,2098568
8082,1459,6437880,3200299,2156484
8083,1463,6427212,3195406,2153199
8084,1491,6428246,3191141,2150140
8085,1441,6426190,3187587,2147384
8086,1476,6425859,3184470,2145235
8087,1478,6430432,3181892,2143709
8088,1487,6419865,3189732,2149264
8089,1498,6427175,3195473,2154016
8090,1448,6427518,3200110,2156921
8091,1493,6431851,3203188,2158053
8092,1477,6426530,3210641,2162302
8093,1475,6429883,3151777,2100428
8094,1485,6430078,3158114,2104033
8095,1512,6427462,3164255,2107617
8096,1472,6430403,3171237,2111751
8097,1433,6430682,3176462,2108157
8098,1482,6429516,3170675,2104814
8099,1488,6426095,3157305,2100437
8100,1472,6424674,3151039,2161769
8101,1488,6427109,3145919,2158473
8102,1477,6429869,3206069,2155520
8103,1504,6425885,3201477,2153230
8104,1470,6483103,3193937,2148639
8105,1462,6432350,3191479,2146689
8106,1456,6425572,3188097,2144114
8107,1451,6431494,3183900,2075682
8108,1485,6429141,3113949,2073130
8109,1490,6423996,3110191,2071521
8110,1493,6429147,3107130,2069523
8111,1449,6428591,3104573,2068005
8112,1500,6429285,3102333,2066700
8113,1468,6427645,3110871,2073115
8114,1460,6364455,3184132,2144463
8115,1479,6426786,3189924,2148515
8116,1457,6426573,3194193,2152005
8117,1443,6425611,3199002,2155525
8118,1469,6424713,3203439,2159076
8119,1494,6487580,3205526,2159920
8120,1465,6430588,3147138,2098017
8121,1468,6426824,3153890,2101671
8122,1448,6430070,3160943,2105752
8123,1442,6428668,3166754,2109355
8124,1472,6431777,3172278,2112177
8125,1468,6427442,3175992,2114253
8126,1470,6428632,3179775,2116276
8127,1441,6425976,3249038,2119009
8128,1465,6428387,3253080,2120931
8129,1470,6424725,3256414,2122961
8130,1484,6427104,3259347,2125210
8131,1488,6429986,3264173,2127598
8132,1468,6426399,3267457,2129019
8133,1490,6427691,3269518,2129971
8134,1461,6484606,3271439,2130699
8135,1475,6425112,3273332,2131500
8136,1469,6425186,3274093,2132804
8137,1504,6424441,3274846,2134080
8138,1490,6430077,3273601,2133109
8139,1483,6365510,3211852,2135340
8140,1504,6429386,3215740,2136776
8141,1493,6430177,3218277,2138323
8142,1453,6427360,3218965,2139056
8143,1467,6425203,3220178,2140192
8144,1455,6431421,3220841,2141272
8145,1463,6430010,3212125,2135142
8146,1471,6430015,3269016,2129598
8147,1489,6425289,3260935,2124466
8148,1493,6425565,3248568,2120281
8149,1473,6484645,3175871,2115485
8150,1470,6424031,3168148,2109790
8151,1455,6429174,3160900,2104714
8152,1437,6426270,3153374,2100206
8153,1530,6486085,3147599,2161814
8154,1476,6423085,3207809,2158418
8155,1473,6428017,3202607,2155106
8156,1507,6487222,3208987,2160297
8157,1473,6429556,3149681,2099075
8158,1471,6423986,3152053,2100008
8159,1463,6487527,3157452,2103118
8160,1483,6426967,3163019,2106512
8161,1476,6486941,3168178,2109439
8162,1500,6429698,3173583,2112625
8163,1481,6426983,3178297,2115414
8164,1485,6437761,3247216,2117689
8165,1499,6431637,3252374,2121327
8166,1451,6484712,3256562,2123544
8167,1466,6424955,3249448,2118510
8168,1456,6421619,3176119,2113103
8169,1487,6422719,3177507,2107117
8170,1496,6455483,3163798,2161948
8171,1492,6470772,3190886,2122797
8172,1460,6462403,3191369,2115448
8173,1496,6431680,3198600,2116929
8174,1483,6434292,3206079,2104751
8175,1516,6366814,3146328,2105935
8176,1471,6452684,3151117,2107443
8177,1499,6437800,3155801,2108449
8178,1469,6373006,3113567,2139942
8179,1454,6449830,3093731,2115573
8180,1483,6422293,3106634,2109762
8181,1480,6460166,3038999,2159618
8182,1481,6486595,3027957,2147909
8183,1468,6427462,3028814,2076971
8184,1440,6425472,3028962,2139759
8185,1476,6444809,3027745,2068622
8186,1450,6442618,3030478,2066032
8187,1446,6446604,3033635,2063983
8188,1473,6430563,3046097,2062321
8189,1428,6446273,3047508,2068033
8190,1472,6437524,3125658,2073748
8191,1465,6443139,3136530,2144306
8192,1476,6439556,3080424,2145634
8193,1482,6430026,3090201,2149523
8194,1456,6437583,3100741,2153896
8195,1477,6437266,3110169,2157747
8196,1432,6430627,3184940,2161715
8197,1502,6437066,3194100,2158905
8198,1507,6486894,3191945,2152602
8199,1461,6428828,3189890,2150244
8200,1489,6429714,3186672,2147625
8201,1480,6429134,3182604,2144744
8202,1453,6426819,3113025,2076648
8203,1464,6357727,3109211,2146773
8204,1459,6423409,3182017,2149313
8205,1442,6433115,3191056,2154015
8206,1442,6433206,3199486,2158160
8207,1464,6428255,3208122,2097909
8208,1471,6487516,3150246,2101711
8209,1464,6432519,3156496,2098806
8210,1480,6426725,3151388,2161056
8211,1468,6433943,3205884,2157994
8212,1456,6426320,3200721,2154567
8213,1464,6423792,3195938,2151838
8214,1461,6426499,3191870,2149467
8215,1473,6423899,3187190,2146758
8216,1467,6428496,3185398,2145180
8217,1516,6429726,3192666,2150104
8218,1479,6429147,3195866,2151547
8219,1459,6430564,3203233,2155670
8220,1487,6429235,3210477,2159741
8221,1474,6427202,3151540,2098370
8222,1460,6432214,3157737,2102133
8223,1485,6486798,3153705,2099320
8224,1460,6429356,3209913,2162216
8225,1467,6428166,3154320,2158674
8226,1487,6426322,3159645,2162615
8227,1445,6429765,3164811,2100726
8228,1485,6360372,3167997,2103098
8229,1463,6427981,3163049,2099693
8230,1504,6427774,3151748,2158106
8231,1467,6425956,3146555,2155438
8232,1477,6424655,3207312,2152700
8233,1464,6486705,3203675,2151216
8234,1473,6423612,3199646,2149275
8235,1450,6423620,3205352,2153854
8236,1462,6430691,3207546,2154838
8237,1490,6427787,3148767,2159394
8238,1473,6425180,3155053,2162633
8239,1473,6431091,3161446,2101106
8240,1487,6424590,3167564,2104967
8241,1486,6423232,3163093,2102144
8242,1466,6427402,3158758,2099828
8243,1470,6423299,3147955,2158044
8244,1448,6432459,3208386,2154684
8245,1470,6427002,3202758,2152136
8246,1459,6429221,3198657,2149794
8247,1478,6424944,3193867,2147102
8248,1484,6423555,3200234,2151838
8249,1453,6424883,3205644,2153605
8250,1477,6424959,3148734,2159243
8251,1477,6484917,3155148,2097897
8252,1449,6428003,3161261,2101736
8253,1479,6486268,3166231,2104990
8254,1468,6425901,3170758,2107961
8255,1462,6428653,3175177,2110755
8256,1484,6431601,3169317,2107007
8257,1448,6426128,3163350,2099661
8258,1494,6424957,3157634,2162109
8259,1482,6423562,3153122,2159465
8260,1455,6427102,3148732,2156603
8261,1474,6426573,3209072,2153481
8262,1496,6423133,3147778,2157220
8263,1457,6420720,3152040,2160982
8264,1459,6423375,3153729,2162200
8265,1499,6424232,3159916,2100556
8266,1496,6427204,3166002,2104369
8267,1495,6422793,3172187,2108017
8268,1485,6420679,3178155,2111681
8269,1506,6428377,3248555,2108078
8270,1445,6431385,3175991,2100199
8271,1463,6428676,3167865,2161684
8272,1463,6366695,3161371,2158520
8273,1451,6436426,3154534,2155387
8274,1494,6429388,3148231,2152663
8275,1504,6358342,3147192,2155855
8276,1499,6430592,3155065,2161488
8277,1470,6370429,3161222,2159634
8278,1496,6449089,3155609,2152132
8279,1478,6430706,3148025,2151628
8280,1480,6435288,3206942,2148827
8281,1494,6457136,3201340,2145634
8282,1490,6482769,3191342,2143456
8283,1474,6424389,3187662,2075463
8284,1496,6484678,3184326,2074094
8285,1462,6453263,3182205,2072853
8286,1493,6365485,3113224,2143687
8287,1469,6425626,3184499,2148179
8288,1495,6420804,3187293,2148194
8289,1498,6422887,3195405,2152580
8290,1510,6449456,3183184,2156230
8291,1466,6487291,3093133,2160788
8292,1501,6450049,3136651,2097523
8293,1464,6436644,3143226,2101380
8294,1430,6392622,3144312,2158105
8295,1464,6454475,3144709,2151500
8296,1474,6451647,3087633,2153782
8297,1484,6461840,3094078,2155439
8298,1456,6463540,3086827,2157520
8299,1496,6468799,3140720,2147483
8300,1456,6428967,3124337,2060555
8301,1523,6459192,3122672,2056662
8302,1489,6424060,3123589,2052973
8303,1482,6436277,3123827,2051718
8304,1465,6422912,3122545,2050258
8305,1474,6450493,3130867,2047912
8306,1513,6447343,3126419,2040632
8307,1497,6439495,3125086,2041226
8308,1470,6444951,3126779,2042002
8309,1445,6440564,3127995,2043621
8310,1451,6433312,3130534,2044755
8311,1482,6425950,3140962,2045258
8312,1472,6431769,3083390,2051729
8313,1442,6440174,3091401,2058462
8314,1453,6456165,3097253,2064932
8315,1451,6452372,3107094,2071155
8316,1510,6439034,3182200,2143062
8317,1476,6448644,3191134,2148732
8318,1478,6448217,3201011,2155062
8319,1439,6443446,3208816,2159857
8320,1498,6442072,3149826,2098627
8321,1450,6435269,3209982,2160774
8322,1466,6443575,3206163,2157772
8323,1456,6441629,3196189,2154241
8324,1481,6442242,3192289,2151581
8325,1489,6441620,3188948,2149618
8326,1447,6424956,3186183,2147684
8327,1478,6431524,3184003,2146151
8328,1467,6434008,3115376,2144210
8329,1468,6432771,3187453,2148620
8330,1455,6435396,3192027,2154019
8331,1462,6424521,3197837,2158308
8332,1494,6434823,3203353,2159316
8333,1457,6429277,3210726,2097938
8334,1470,6431617,3152674,2102062
8335,1503,6435525,3159251,2107016
8336,1474,6487193,3161223,2107830
8337,1463,6437253,3167580,2111063
8338,1468,6431637,3160673,2112476
8339,1526,6432896,3165598,2114765
8340,1461,6431118,3170832,2117006
8341,1452,6424157,3175109,2118968
8342,1474,6436413,3246332,2121801
8343,1458,6429388,3250949,2124280
8344,1467,6429745,3256046,2127215
8345,1448,6429145,3257944,2129019
8346,1456,6428246,3259814,2122259
8347,1510,6429582,3258985,2124055
8348,1448,6451214,3259005,2117512
8349,1469,6457203,3261168,2119887
8350,1462,6427469,3264465,2122251
8351,1467,6427132,3256967,2117277
8352,1461,6428080,3179359,2110246
8353,1483,6428515,3252895,2112133
8354,1449,6432294,3256973,2115385
8355,1455,6431639,3259482,2117834
8356,1483,6426869,3261752,2119861
8357,1449,6424849,3254979,2115543
8358,1446,6435115,3247840,2111503
8359,1482,6425268,3175341,2107812
8360,1511,6427701,3163419,2103870
8361,1443,6426274,3158311,2109325
8362,1489,6428643,3160586,2110647
8363,1469,6426325,3165975,2112573
8364,1400,6427671,3169896,2114520
8365,1466,6426367,3174424,2117027
8366,1514,6427906,3177995,2119254
8367,1482,6424183,3248487,2121817
8368,1476,6431321,3252789,2124116
8369,1474,6427375,3256829,2126526
8370,1446,6430917,3261360,2129133
8371,1464,6423104,3261123,2128628
8372,1473,6431027,3264256,2129932
8373,1462,6431927,3266607,2131370
8374,1480,6426163,3268991,2132909
8375,1442,6427985,3271812,2134002
8376,1466,6484581,3274375,2135740
8377,1427,6429500,3212685,2137718
8378,1481,6425811,3271373,2132955
8379,1475,6426380,3257748,2123728
8380,1473,6424252,3249234,2118169
8381,1484,6370739,3175940,2112659
8382,1467,6426026,3168320,2107650
8383,1476,6424904,3161804,2103316
8384,1454,6431156,3155698,2099625
8385,1457,6423120,3159849,2103288
8386,1486,6438955,3164040,2107015
8387,1473,6432374,3166533,2111369
8388,1492,6423148,3172491,2114939
8389,1500,6428054,3177586,2117590
8390,1464,6427344,3246827,2119796
8391,1481,6425751,3250868,2122157
8392,1455,6426086,3254313,2124111
8393,1481,6423768,3247387,2119684
8394,1453,6430578,3169449,2114375
8395,1495,6425390,3163629,2110193
8396,1474,6372267,3158626,2106632
8397,1487,6429033,3153163,2102647
8398,1464,6424781,3146844,2098262
8399,1446,6485426,3206812,2160087
8400,1464,6425184,3146592,2098214
8401,1486,6421846,3150694,2100957
8402,1442,6426021,3155215,2104515
8403,1489,6430474,3159817,2105293
8404,1459,6487723,3167126,2109376
8405,1446,6426874,3173257,2112526
8406,1464,6362411,3177492,2114663
8407,1444,6424442,3246197,2116326
8408,1459,6428995,3250440,2118852
8409,1465,6424714,3254285,2120823
8410,1463,6445114,3255040,2106801
8411,1506,6457303,3178551,2098952
8412,1507,6453268,3171930,2150963
8413,1485,6457487,3206657,2143058
8414,1502,6426257,3201798,2075735
8415,1484,6362755,3195743,2072350
8416,1445,6426677,3190092,2069108
8417,1477,6444606,3189603,2066268
8418,1455,6430936,3185133,2073029
8419,1466,6459135,3189697,2066968
8420,1484,6450846,3098945,2094862
8421,1461,6359583,3092832,2033713
8422,1505,6460212,3092236,2033185
8423,1460,6428834,3092201,2040210
8424,1475,6487516,3099432,2046407
8425,1486,6424046,3108011,2053910
8426,1521,6452073,3103086,2052163
8427,1467,6445240,3100718,2052272
8428,1436,6434533,3097789,2052146
8429,1483,6433559,3096651,2052363
8430,1449,6441045,3095691,2052684
8431,1490,6436563,3093375,2052554
8432,1477,6441420,3085360,2145020
8433,1473,6443004,3094795,2148674
8434,1457,6487139,3103336,2152300
8435,1460,6439850,3112375,2155824
8436,1456,6434548,3185918,2159481
8437,1473,6436224,3194838,2097882
8438,1458,6436279,3202902,2101737
8439,1456,6426689,3209505,2104734
8440,1447,6439688,3149654,2106769
8441,1458,6436038,3154377,2109117
8442,1477,6425778,3159771,2111317
8443,1478,6431473,3164821,2113700
8444,1480,6487694,3169106,2115831
8445,1502,6426425,3174075,2118251
8446,1478,6429310,3179364,2120743
8447,1480,6426171,3249805,2123144
8448,1455,6427824,3253537,2124693
8449,1456,6486584,3255981,2125422
8450,1467,6427696,3259456,2126662
8451,1496,6428827,3261857,2128009
8452,1485,6430378,3264584,2129368
8453,1440,6426990,3267460,2130335
8454,1464,6483398,3272452,2132249
8455,1459,6430485,3273621,2133237
8456,1482,6426862,3274902,2134676
8457,1459,6429601,3274402,2135043
8458,1445,6426665,3263414,2128080
8459,1457,6486031,3254045,2122103
8460,1438,6424527,3179392,2116071
8461,1455,6487021,3171299,2110967
8462,1435,6427097,3164204,2106667
8463,1468,6427891,3156858,2102215
8464,1466,6426195,3151044,2098105
8465,1462,6422932,3210498,2159109
8466,1478,6432548,3152920,2154299
8467,1478,6427684,3148026,2151490
8468,1460,6431802,3209909,2145577
8469,1492,6423507,3204677,2143599
8470,1482,6430793,3199385,2075934
8471,1489,6429520,3195596,2073882
8472,1490,6426647,3192466,2073244
8473,1444,6427814,3188913,2072053
8474,1456,6486605,3184694,2070435
8475,1455,6424253,3114842,2068404
8476,1477,6427464,3111148,2066567
8477,1505,6486336,3107561,2071887
8478,1484,6422905,3114742,2076848
8479,1484,6370129,3186549,2147466
8480,1487,6427395,3191395,2149976
8481,1466,6423569,3200698,2155332
8482,1474,6428533,3207677,2159753
8483,1504,6424885,3148188,2097921
8484,1486,6429457,3153533,2101267
8485,1461,6430493,3159867,2098195
8486,1484,6425540,3154166,2160505
8487,1482,6431133,3208850,2154013
8488,1444,6430337,3153372,2154223
8489,1466,6422916,3149696,2152402
8490,1489,6432229,3205991,2150611
8491,1480,6427664,3201188,2147741
8492,1481,6427332,3200355,2155419
8493,1423,6428326,3196338,2152378
8494,1503,6428655,3192510,2149684
8495,1485,6427717,3183277,2146831
8496,1453,6428738,3114329,2144048
8497,1491,6430556,3111247,2076684
8498,1484,6424310,3109824,2075239
8499,1470,6361529,3107071,2073142
8500,1486,6424038,3103771,2070698
8501,1466,6428489,3100950,2068808
8502,1491,6429191,3098525,2067189
8503,1463,6426266,3106133,2072357
8504,1460,6424441,3112732,2142813
8505,1470,6426533,3184200,2147609
8506,1462,6429696,3189013,2150247
8507,1492,6431104,3198642,2155468
8508,1455,6424456,3206435,2159942
8509,1440,6434657,3147060,2098364
8510,1486,6425002,3153042,2102175
8511,1467,6424416,3158580,2105301
8512,1466,6487430,3153981,2101454
8513,1472,6425033,3148643,2097904
8514,1480,6422385,3209278,2160257
8515,1497,6425044,3200245,2154164
8516,1476,6431615,3201893,2154880
8517,1458,6424605,3192564,2148270
8518,1452,6430056,3187444,2144644
8519,1492,6424676,3188691,2145476
8520,1477,6423858,3114083,2142629
8521,1421,6426239,3111208,2075077
8522,1444,6487441,3107935,2072853
8523,1484,6427568,3105705,2070866
8524,1489,6423429,3102722,2068726
8525,1484,6430831,3100459,2067248
8526,1451,6428435,3098101,2065223
8527,1466,6433460,3094612,2063033
8528,1476,6424505,3092862,2062112
8529,1506,6439866,3100974,2067245
8530,1441,6422953,3097770,2065355
8531,1492,6472294,3088818,2060100
8532,1478,6441102,3085988,2062656
8533,1499,6458725,3134734,2053558
8534,1501,6372199,3138041,2060544
8535,1496,6487450,3082735,2059475
8536,1468,6428906,3141009,2054620
8537,1456,6432745,3140158,2053256
8538,1484,6435556,3139479,2052140
8539,1493,6439040,3138434,2048880
8540,1470,6486789,3135515,2047917
8541,1469,6447182,3082313,2052640
8542,1491,6464609,3091871,2048421
8543,1475,6450356,3084356,2054107
8544,1471,6425275,3091201,2054516
8545,1467,6453047,2321910,2085720
8546,1480,6448359,2391265,1971369
8547,1488,6467270,2416279,2015936
8548,1457,6468496,2386625,1934092
8549,1449,6463296,2429185,1903897
8550,1475,6448002,1908781,1912517
8551,1480,6429435,1984119,1965465
8552,1474,6450842,2053373,1943145
8553,1482,6462896,2113304,1868937
8554,1464,6430364,2168102,1861826
8555,1481,6445515,2285340,1852652
8556,1481,6462763,2335397,1846071
8557,1499,6452183,2318607,1837187
8558,1469,6444927,2423763,1838473
8559,1467,6424171,2465183,1836852
8560,1451,6449145,2429729,1841370
8561,1500,6429582,2464475,1844145
8562,1497,6453104,2501807,1845710
8563,1474,6377179,2518356,1851957
8564,1475,6439864,2563713,1852887
8565,1494,6429534,2584806,1859407
8566,1472,6425461,2675843,1859331
8567,1500,6439232,2684449,1863579
8568,1526,6359436,2036989,1879776
8569,1445,6436328,2111411,1867107
8570,1496,6470853,2227175,1951954
8571,1494,6365882,2285971,1874822
8572,1473,6433189,2264095,1872349
8573,1460,6457878,2344405,1854424
8574,1480,6435119,1961333,1843940
8575,1468,6429210,1971506,1890840
8576,1465,6423012,2043865,1879975
8577,1488,6449492,2099166,1812567
8578,1451,6451234,2172417,1800243
8579,1459,6454777,1794842,1792964
8580,1448,6422681,1946112,1787989
8581,1492,6431825,2025682,1781613
8582,1485,6463723,2086297,1780310
8583,1472,6359305,2113106,1833263
8584,1455,6365764,1813099,1826882
8585,1481,6371462,1894489,1827935
8586,1467,6418468,1902224,1825790
8587,1459,6431700,1976920,1775282
8588,1452,6434589,2041581,1833372
8589,1481,6366604,2103758,1769807
8590,1508,6439131,2213933,1797347
8591,1460,6426328,2199206,1799777
8592,1485,6487968,2266376,1792181
8593,1473,6452348,2063436,1784414
8594,1474,6436222,2125424,1610234
8595,1431,6433324,2176661,1697683
8596,1467,6364914,2290610,1650676
8597,1441,6369453,2335188,1671640
8598,1519,6374773,2311174,1753691
8599,1466,6431119,2362108,1704267
8600,1482,6429034,2461474,1720101
8601,1491,6444059,2448496,1736744
8602,1453,6370200,2540224,1748463
8603,1463,6446665,2490469,1817782
8604,1457,6434655,2520852,1771183
8605,1503,6424410,2606118,1791830
8606,1466,6427273,2562144,1803689
8607,1474,6363301,2621295,1846709
8608,1475,6384993,2592956,1852980
8609,1433,6461966,2674504,1856223
8610,1462,6372727,2645049,1835654
8611,1483,6378342,1619725,1804766
8612,1484,6443923,1649671,1792732
8613,1431,6426161,1740439,1789494
8614,1440,6448210,1886098,1786023
8615,1445,6364925,1958058,1787824
8616,1476,6421685,1967237,1777659
8617,1497,6418989,1970192,1792583
8618,1441,6438465,2096696,1819633
8619,1482,6456562,2099497,948718
8620,1504,6413250,2129569,1054336
8621,1467,6444761,2190607,1141690
8622,1470,6454890,2240977,1220108
8623,1494,6442113,2356896,1296096
8624,1455,6429047,2412306,1434922
8625,1480,6486747,2390975,1385292
8626,1448,6427925,2425158,1500958
8627,1433,6440298,2461367,1484888
8628,1469,6434045,2533433,1572662
8629,1487,6463495,2549110,1541876
8630,1460,6464861,2500480,1630661
8631,1513,6463243,2116825,1579572
8632,1482,6438095,2168552,1574559
8633,1477,6459526,2266707,1586981
8634,1457,6453842,2250397,1609852
8635,1510,6435163,2295232,1701169
8636,1517,6455562,2322758,1695318
8637,1506,6456926,2312510,1683320
8638,1476,6436724,2329452,1697792
8639,1472,6487029,2367129,1658149
8640,1440,6424916,2471226,1686915
8641,1519,6428113,2436585,1707801
8642,1490,6431470,2537231,1726094
8643,1471,6426084,2508427,1741389
8644,1453,6421827,2596424,1827286
8645,1448,6436433,2558174,1772373
8646,1457,6510212,2596260,1795764
8647,1489,6505292,2626389,1812148
8648,1510,6547715,2655021,1893723
8649,1446,6502618,2747985,1846149
8650,1459,6471742,2701972,1862608
8651,1480,6536976,2791975,1875092
8652,1463,6532580,2815870,1953153
8653,1477,6464698,2773685,1965205
8654,1497,6459915,2859789,1909511
8655,1468,6448014,2876717,1917148
8656,1455,6462767,2827181,1924931
8657,1487,6456397,2844023,1929926
8658,1481,6455378,2928910,1937854
8659,1472,6454167,2943185,1945583
8660,1461,6445508,2890928,2017872
8661,1470,6448073,2905567,2022751
8662,1466,6443343,2918468,2029808
8663,1484,6445779,2993577,1969539
8664,1466,6442735,3000552,1972891
8665,1484,6433085,3007500,1976989
8666,1446,6442680,2950191,1982008
8667,1472,6438681,2957317,1986451
8668,1491,6436575,2964211,1990197
8669,1477,6440018,2980459,1994326
8670,1475,6431312,3063141,2006025
8671,1481,6433935,3077626,2081317
8672,1438,6441982,3024383,2089850
8673,1469,6435325,3032634,2094374
8674,1456,6437713,3045506,2036672
8675,1472,6422722,3123829,2045790
8676,1505,6431635,3133244,2049940
8677,1481,6435966,3145293,2056920
8678,1456,6430443,3091151,2064689
8679,1491,6436711,3102411,2071242
8680,1477,6430478,3111910,2076486
8681,1445,6427121,3185194,2146277
8682,1460,6430501,3192394,2150244
8683,1497,6426767,3199913,2154874
8684,1486,6487945,3196230,2152293
8685,1471,6486254,3193164,2149527
8686,1494,6431879,3184578,2143968
8687,1504,6428360,3182788,2142829
8688,1458,6433616,3181185,2076408
8689,1431,6430774,3112907,2073951
8690,1476,6487807,3107986,2070582
8691,1433,6429955,3104431,2068922
8692,1476,6425486,3101728,2067121
8693,1491,6431964,3099265,2065827
8694,1488,6426862,3096594,2071397
8695,1490,6427064,3105157,2077129
8696,1462,6431298,3114105,2148605
8697,1448,6425520,3185980,2152628
8698,1482,6488012,3191496,2155514
8699,1455,6426905,3195912,2158016
8700,1470,6357556,3200551,2160660
8701,1469,6426848,3205242,2097974
8702,1462,6426312,3208134,2098686
8703,1448,6430425,3149543,2101859
8704,1483,6425012,3157224,2106926
8705,1470,6425247,3164824,2111067
8706,1466,6425533,3170417,2113846
8707,1501,6427575,3159062,2073285
8708,1513,6428078,3161655,2144432
8709,1482,6424858,3167129,2143206
8710,1470,6427950,3161939,2076058
8711,1481,6427148,3151007,2074820
8712,1490,6429139,3146443,2074830
8713,1506,6422948,3208714,2075101
8714,1463,6423856,3204277,2073859
8715,1448,6426094,3199533,2144828
8716,1468,6424730,3204173,2149041
8717,1471,6426296,3206509,2150879
8718,1456,6423964,3147429,2155161
8719,1483,6426256,3153502,2159953
8720,1480,6423318,3159775,2098665
8721,1486,6427766,3166884,2104119
8722,1463,6430527,3174607,2108676
8723,1509,6427760,3179511,2112073
8724,1455,6423595,3248361,2113875
8725,1498,6428473,3175346,2108864
8726,1470,6432716,3168785,2101568
8727,1464,6429761,3161972,2098259
8728,1497,6425166,3156208,2160783
8729,1439,6423705,3150522,2157974
8730,1503,6425967,3147110,2155455
8731,1439,6426248,3207681,2153426
8732,1429,6428316,3203618,2052699
8733,1449,6425551,3206934,2059321
8734,1449,6483998,3211216,2066109
8735,1466,6426169,3148057,2069550
8736,1482,6430534,3154385,2075915
8737,1467,6425071,3160612,2147480
8738,1487,6430391,3167140,2154214
8739,1474,6486977,3174210,2160497
8740,1474,6426858,3169787,2158257
8741,1477,6424693,3157727,2151668
8742,1477,6487803,3151569,2149384
8743,1474,6427072,3146440,2147604
8744,1470,6431774,3151031,2152573
8745,1451,6428631,3156042,2154786
8746,1493,6467750,3163271,2097539
8747,1507,6422595,3167899,2100038
8748,1453,6427893,3174898,2104784
8749,1506,6364957,3179436,2108339
8750,1487,6488029,3249215,2110605
8751,1460,6423238,3252636,2113729
8752,1473,6429044,3256894,2116748
8753,1487,6423439,3249382,2112442
8754,1461,6425369,3177075,2108752
8755,1456,6428925,3165363,2101466
8756,1459,6432406,3160940,2099277
8757,1501,6426620,3156371,2161864
8758,1447,6426028,3150423,2158434
8759,1466,6428412,3208917,2154394
8760,1482,6432138,3203672,2151410
8761,1502,6427384,3209301,2155241
8762,1488,6424061,3148502,2159726
8763,1455,6425017,3152693,2161092
8764,1463,6423649,3159204,2100577
8765,1467,6425451,3167018,2105371
8766,1488,6427892,3172895,2108943
8767,1439,6423144,3177159,2111190
8768,1464,6429695,3246091,2113461
8769,1454,6422954,3174253,2109411
8770,1486,6428459,3161901,2101287
8771,1483,6427620,3155560,2071226
8772,1483,6452330,3163438,2143629
8773,1469,6443221,3166743,2148379
8774,1499,6456455,3156315,2152513
8775,1475,6366087,3147637,2148968
8776,1525,6486375,3210300,2154554
8777,1498,6487358,3149683,2157969
8778,1462,6439278,3153167,2161583
8779,1482,6460081,3158559,2099043
8780,1496,6359526,3162446,2101462
8781,1485,6428414,3167413,2105620
8782,1476,6452856,3186759,2159490
8783,1492,6441097,3102003,2075248
8784,1479,6361751,3133887,2160903
8785,1499,6459198,3144370,2161563
8786,1493,6424556,3089771,2161797
8787,1433,6486501,3099546,2098840
8788,1473,6487568,3108284,2101198
8789,1468,6436789,3182636,2162383
8790,1447,6425720,3181111,2160875
8791,1478,6443413,3189088,2098640
8792,1453,6449857,3184549,2100536
8793,1475,6430541,3190081,2102574
8794,1464,6447967,3196385,2105658
8795,1416,6484060,3199619,2105658
8796,1451,6437911,3208528,2109293
8797,1494,6437399,3151357,2113069
8798,1503,6424577,3159009,2117074
8799,1473,6432116,3155779,2113128
8800,1465,6434448,3151209,2108789
8801,1490,6440152,3205581,2100470
8802,1450,6432510,3199880,2161935
8803,1491,6425531,3195506,2158211
8804,1510,6433805,3191732,2154909
8805,1494,6434519,3188100,2151838
8806,1449,6434960,3184912,2149476
8807,1456,6434044,3183872,2148320
8808,1451,6426228,3181263,2146366
8809,1484,6435693,3188173,2150561
8810,1438,6429177,3192859,2154229
8811,1450,6434524,3196165,2156102
8812,1451,6431968,3203725,2159830
8813,1482,6418915,3210405,2098537
8814,1484,6443414,3151137,2102059
8815,1490,6486955,3157333,2105583
8816,1481,6485028,3164367,2108972
8817,1451,6447392,3169954,2111971
8818,1486,6440853,3173919,2113473
8819,1480,6485232,3177343,2114863
8820,1474,6435199,3180007,2116673
8821,1461,6425350,3248940,2118239
8822,1457,6424012,3252629,2120688
8823,1484,6362278,3256007,2123133
8824,1445,6434013,3251695,2120348
8825,1483,6442446,3175204,2112827
8826,1473,6434860,3168152,2108320
8827,1456,6437036,3173480,2110692
8828,1471,6423387,3175653,2110330
8829,1471,6430193,3245754,2113009
8830,1507,6428199,3250670,2116388
8831,1454,6430965,3255160,2119342
8832,1458,6429404,3260048,2123079
8833,1449,6425651,3265360,2126713
8834,1475,6429383,3269455,2121934
8835,1461,6431344,3261240,2117182
8836,1485,6434017,3246823,2109043
8837,1490,6430372,3173932,2105134
8838,1477,6423590,3166522,2101129
8839,1492,6433807,3160677,2098387
8840,1473,6432483,3155265,2161267
